=== SINGULARITÄTS-TEST BIS 10.000 - FIXED ===
Teste 1229 Primzahlen...

=== SUCHE RATIO ≈ 2.806 ± 0.3, Δφ < 5.0° ===
Filter: Amp > 100, symmetrische Ratio

1.  211-  53 | Ratio: 2.598 | Δφ: -1.51° | Amp: 282,109
271.  541- 113 | Ratio: 2.959 | Δφ: -1.25° | Amp: 542,183

272.  547- 113 | Ratio: 2.982 | Δφ: -1.25° | Amp: 546,183

273.  557- 113 | Ratio: 3.020 | Δφ: -1.27° | Amp: 553,183

274.  563- 113 | Ratio: 3.043 | Δφ: -1.28° | Amp: 557,183

275.  569- 113 | Ratio: 3.066 | Δφ: -1.29° | Amp: 561,183

276.  571- 113 | Ratio: 3.073 | Δφ: -1.29° | Amp: 563,183

277.  577- 113 | Ratio: 3.095 | Δφ: -1.30° | Amp: 567,183

278.  479- 127 | Ratio: 2.506 | Δφ: -1.05° | Amp: 498,199

279.  487- 127 | Ratio: 2.536 | Δφ: -1.07° | Amp: 504,199

280.  491- 127 | Ratio: 2.550 | Δφ: -1.07° | Amp: 506,199

281.  499- 127 | Ratio: 2.579 | Δφ: -1.08° | Amp: 512,199

282.  503- 127 | Ratio: 2.593 | Δφ: -1.09° | Amp: 515,199

283.  509- 127 | Ratio: 2.614 | Δφ: -1.10° | Amp: 519,199

284.  521- 127 | Ratio: 2.658 | Δφ: -1.12° | Amp: 528,199

285.  523- 127 | Ratio: 2.665 | Δφ: -1.12° | Amp: 529,199

286.  541- 127 | Ratio: 2.729 | Δφ: -1.15° | Amp: 542,199

287.  547- 127 | Ratio: 2.750 | Δφ: -1.16° | Amp: 546,199

288.  557- 127 | Ratio: 2.785 | Δφ: -1.17° | Amp: 553,199

289.  563- 127 | Ratio: 2.806 | Δφ: -1.18° | Amp: 557,199

290.  569- 127 | Ratio: 2.827 | Δφ: -1.19° | Amp: 561,199

291.  571- 127 | Ratio: 2.833 | Δφ: -1.19° | Amp: 563,199

292.  577- 127 | Ratio: 2.854 | Δφ: -1.20° | Amp: 567,199

293.  587- 127 | Ratio: 2.888 | Δφ: -1.21° | Amp: 574,199

294.  593- 127 | Ratio: 2.909 | Δφ: -1.22° | Amp: 578,199

